date,country,sentiment_category
2016-09-08,united kingdom,1
2016-09-20,united kingdom,1
2016-09-22,united kingdom,0
2016-09-23,united kingdom,1
2016-09-28,united kingdom,1
2016-09-29,united kingdom,1
2016-10-05,united kingdom,0
2016-10-20,united kingdom,1
2016-10-24,united kingdom,1
2016-11-09,united kingdom,1
2016-11-10,united kingdom,0
2016-11-17,united kingdom,1
2016-11-18,united kingdom,0
2016-11-22,united kingdom,0
2016-11-23,united kingdom,-1
2016-11-24,united kingdom,1
2016-12-06,united kingdom,1
2016-12-14,united kingdom,1
2016-12-15,united kingdom,1
2016-12-21,united kingdom,0
2017-01-16,united kingdom,0
2017-01-25,united kingdom,1
2017-02-09,united kingdom,1
2017-02-13,united kingdom,0
2017-02-21,united kingdom,1
2017-02-22,united kingdom,1
2017-02-22,united kingdom,0
2017-03-03,united kingdom,1
2017-03-07,united kingdom,1
2017-03-20,united kingdom,0
2017-03-31,united kingdom,1
2017-06-13,united kingdom,1
2017-06-13,united kingdom,1
2017-06-16,united kingdom,0
2017-07-10,united kingdom,0
2017-07-17,united kingdom,1
2017-09-12,united kingdom,1
2017-10-04,united kingdom,1
2017-10-05,united kingdom,1
2017-10-06,united kingdom,1
2017-10-06,united kingdom,1
2017-11-07,united kingdom,0
2017-11-16,united kingdom,1
2017-11-27,united kingdom,0
2017-12-07,united kingdom,1
2017-12-20,united kingdom,1
2018-02-19,united kingdom,1
2018-02-26,united kingdom,1
2018-03-06,united kingdom,1
2018-03-22,united kingdom,1
2018-03-26,united kingdom,1
2018-04-06,united kingdom,1
2018-04-10,united kingdom,1
2018-04-12,united kingdom,0
2018-04-13,united kingdom,-1
2018-04-19,united kingdom,1
2018-04-26,united kingdom,0
2018-04-26,united kingdom,1
2018-04-27,united kingdom,1
2018-04-30,united kingdom,1
2018-05-14,united kingdom,1
2018-06-04,united kingdom,0
2018-06-13,united kingdom,0
2018-06-13,united kingdom,0
2018-07-04,united kingdom,0
2018-07-23,united kingdom,0
2018-08-24,united kingdom,0
2018-09-19,united kingdom,1
2018-09-25,united kingdom,1
2018-09-28,united kingdom,-1
2018-10-25,united kingdom,0
2018-11-02,united kingdom,1
2018-11-19,united kingdom,0
2018-11-26,united kingdom,0
2018-12-05,united kingdom,0
2018-12-06,united kingdom,1
2018-12-06,united kingdom,1
2019-01-17,united kingdom,0
2019-01-23,united kingdom,0
2019-02-07,united kingdom,0
2019-02-21,united kingdom,0
2019-03-01,united kingdom,1
2019-03-06,united kingdom,-1
2019-03-11,united kingdom,0
2019-03-19,united kingdom,0
2019-03-21,united kingdom,1
2019-03-28,united kingdom,0
2019-04-08,united kingdom,1
2019-04-10,united kingdom,0
2019-04-15,united kingdom,1
2019-04-29,united kingdom,1
2019-04-30,united kingdom,1
2019-05-07,united kingdom,1
2019-05-08,united kingdom,1
2019-05-14,united kingdom,0
2019-05-14,united kingdom,1
2019-05-15,united kingdom,0
2019-05-15,united kingdom,1
2019-05-16,united kingdom,0
2019-05-16,united kingdom,0
2019-05-17,united kingdom,0
2019-05-24,united kingdom,0
2019-06-04,united kingdom,0
2019-06-05,united kingdom,1
2019-06-05,united kingdom,1
2019-06-13,united kingdom,-1
2019-06-14,united kingdom,1
2019-06-19,united kingdom,1
2019-06-20,united kingdom,1
2019-06-21,united kingdom,0
2019-06-26,united kingdom,1
2019-06-27,united kingdom,1
2019-06-28,united kingdom,1
2019-07-03,united kingdom,0
2019-07-12,united kingdom,0
2019-07-15,united kingdom,1
2019-07-16,united kingdom,1
2019-07-25,united kingdom,0
2019-07-31,united kingdom,0
2019-09-02,united kingdom,0
2019-09-23,united kingdom,1
2019-09-24,united kingdom,0
2019-09-24,united kingdom,1
2019-10-08,united kingdom,1
2019-10-10,united kingdom,1
2019-10-15,united kingdom,0
2019-10-21,united kingdom,1
2019-10-24,united kingdom,1
2019-10-29,united kingdom,1
2019-12-10,united kingdom,1
2020-01-23,united kingdom,1
2020-02-05,united kingdom,1
2020-02-11,united kingdom,1
2020-02-11,united kingdom,0
2020-02-12,united kingdom,1
2020-02-13,united kingdom,0
2020-02-26,united kingdom,1
2020-02-27,united kingdom,1
2020-02-28,united kingdom,1
2020-03-10,united kingdom,0
2020-04-23,united kingdom,0
2020-04-27,united kingdom,1
2020-05-22,united kingdom,0
2020-06-15,united kingdom,0
2020-07-01,united kingdom,0
2020-07-22,united kingdom,1
2020-08-28,united kingdom,0
2020-09-09,united kingdom,0
2020-09-21,united kingdom,0
2020-09-22,united kingdom,1
2020-10-06,united kingdom,0
2020-10-12,united kingdom,1
2020-10-16,united kingdom,1
2020-11-09,united kingdom,1
2020-11-12,united kingdom,0
2020-11-17,united kingdom,0
2020-11-28,united kingdom,1
2020-12-03,united kingdom,1
2021-01-11,united kingdom,1
2021-01-29,united kingdom,1
2021-02-05,united kingdom,0
2021-02-10,united kingdom,1
2021-02-10,united kingdom,0
2021-02-17,united kingdom,1
2021-03-25,united kingdom,1
2021-04-14,united kingdom,1
2021-04-21,united kingdom,1
2021-04-29,united kingdom,0
2021-04-29,united kingdom,0
2021-05-05,united kingdom,1
2021-05-05,united kingdom,0
2021-05-12,united kingdom,0
2021-05-13,united kingdom,0
2021-05-18,united kingdom,1
2021-05-21,united kingdom,0
2021-05-25,united kingdom,0
2021-06-10,united kingdom,-1
2021-06-15,united kingdom,0
2021-07-05,united kingdom,1
2021-07-26,united kingdom,0
2021-07-28,united kingdom,0
2021-09-13,united kingdom,0
2021-09-22,united kingdom,1
2021-10-13,united kingdom,0
2021-10-20,united kingdom,0
2021-11-03,united kingdom,0
2021-11-08,united kingdom,1
2022-03-02,united kingdom,1
2022-03-30,united kingdom,1
2022-04-07,united kingdom,-1
2022-04-21,united kingdom,0
2022-04-21,united kingdom,1
2022-04-26,united kingdom,0
2022-04-28,united kingdom,0
2022-05-03,united kingdom,0
2022-05-19,united kingdom,1
2022-05-20,united kingdom,0
2022-05-25,united kingdom,0
2022-05-26,united kingdom,0
2022-06-01,united kingdom,0
2022-06-08,united kingdom,1
2022-06-24,united kingdom,0
2022-06-28,united kingdom,0
2022-07-08,united kingdom,1
2022-07-11,united kingdom,0
2022-07-12,united kingdom,-1
2022-07-12,united kingdom,0
2022-07-14,united kingdom,0
2022-09-20,united kingdom,0
2022-09-27,united kingdom,0
2022-09-28,united kingdom,0
2022-09-29,united kingdom,1
2022-10-19,united kingdom,1
1997-01-05,united states,0
1997-01-24,united states,1
1997-01-28,united states,1
1997-02-14,united states,1
1997-02-21,united states,0
1997-03-03,united states,1
1997-03-07,united states,0
1997-03-13,united states,1
1997-03-22,united states,0
1997-04-04,united states,1
1997-04-10,united states,1
1997-05-01,united states,0
1997-06-10,united states,-1
1997-09-19,united states,1
1997-09-23,united states,1
1997-10-05,united states,1
1997-10-14,united states,0
1997-10-15,united states,1
1997-10-31,united states,0
1997-11-07,united states,0
1997-12-01,united states,1
1997-12-15,united states,0
1998-02-17,united states,0
1998-02-26,united states,0
1998-03-06,united states,-1
1998-03-09,united states,0
1998-03-16,united states,1
1998-03-19,united states,1
1998-03-19,united states,1
1998-03-26,united states,1
1998-04-02,united states,0
1998-04-16,united states,0
1998-05-12,united states,1
1998-05-20,united states,1
1998-06-09,united states,1
1998-08-28,united states,1
1998-09-18,united states,1
1998-09-28,united states,1
1998-09-29,united states,1
1998-10-16,united states,0
1998-10-22,united states,-1
1998-11-06,united states,0
1999-01-15,united states,0
1999-01-21,united states,0
1999-02-25,united states,0
1999-03-01,united states,0
1999-03-03,united states,1
1999-03-10,united states,0
1999-03-12,united states,0
1999-03-16,united states,0
1999-04-13,united states,1
1999-05-13,united states,0
1999-06-10,united states,1
1999-06-14,united states,1
1999-06-16,united states,0
1999-06-22,united states,0
1999-07-29,united states,1
1999-09-15,united states,1
1999-09-16,united states,1
1999-09-17,united states,1
1999-09-27,united states,1
1999-10-11,united states,1
1999-10-28,united states,1
1999-11-15,united states,1
1999-12-15,united states,1
2000-01-14,united states,1
2000-02-03,united states,1
2000-02-23,united states,0
2000-02-25,united states,1
2000-03-03,united states,0
2000-03-06,united states,1
2000-03-07,united states,0
2000-04-14,united states,0
2000-04-14,united states,0
2000-05-18,united states,1
2000-05-26,united states,1
2000-05-31,united states,0
2000-06-01,united states,0
2000-09-18,united states,1
2000-10-11,united states,0
2000-10-24,united states,1
2000-11-21,united states,1
2000-12-06,united states,1
2001-02-14,united states,1
2001-02-15,united states,0
2001-03-05,united states,1
2001-03-15,united states,1
2001-03-23,united states,1
2001-03-27,united states,0
2001-03-28,united states,0
2001-05-21,united states,1
2001-06-11,united states,1
2001-07-17,united states,1
2001-08-31,united states,0
2001-09-04,united states,1
2001-10-11,united states,1
2001-10-12,united states,0
2001-10-15,united states,0
2001-10-23,united states,1
2001-12-05,united states,1
2002-01-08,united states,0
2002-01-16,united states,0
2002-01-16,united states,1
2002-01-18,united states,1
2002-02-07,united states,1
2002-02-08,united states,0
2002-02-28,united states,1
2002-03-01,united states,1
2002-04-30,united states,0
2002-05-02,united states,1
2002-05-03,united states,-1
2002-05-09,united states,1
2002-05-11,united states,1
2002-05-13,united states,0
2002-05-17,united states,0
2002-05-31,united states,1
2002-06-10,united states,0
2002-06-20,united states,0
2002-07-05,united states,0
2002-07-08,united states,0
2002-10-03,united states,1
2002-10-08,united states,0
2002-10-09,united states,1
2002-10-16,united states,1
2002-10-16,united states,0
2002-11-18,united states,1
2002-12-13,united states,0
2003-01-04,united states,0
2003-02-27,united states,1
2003-03-25,united states,1
2003-04-09,united states,0
2003-04-10,united states,1
2003-04-24,united states,0
2003-05-07,united states,0
2003-05-13,united states,1
2003-05-30,united states,1
2003-06-10,united states,0
2003-06-10,united states,0
2003-06-11,united states,1
2003-06-11,united states,0
2003-06-13,united states,1
2003-06-17,united states,0
2003-06-20,united states,0
2003-08-07,united states,0
2003-08-10,united states,-1
2003-08-18,united states,1
2003-08-29,united states,1
2003-09-04,united states,1
2003-10-01,united states,0
2003-10-17,united states,1
2003-10-24,united states,0
2003-10-31,united states,-1
2003-11-13,united states,1
2003-11-22,united states,1
2003-12-02,united states,1
2004-01-03,united states,1
2004-01-03,united states,0
2004-01-14,united states,0
2004-02-04,united states,0
2004-02-25,united states,1
2004-02-25,united states,0
2004-02-27,united states,0
2004-03-26,united states,0
2004-03-26,united states,0
2004-03-27,united states,1
2004-03-31,united states,0
2004-04-01,united states,1
2004-04-15,united states,1
2004-04-16,united states,1
2004-04-26,united states,1
2004-04-26,united states,1
2004-05-05,united states,1
2004-05-14,united states,0
2004-05-17,united states,-1
2004-05-19,united states,0
2004-05-20,united states,1
2004-06-03,united states,1
2004-06-22,united states,0
2004-07-16,united states,1
2004-08-12,united states,-1
2004-08-12,united states,1
2004-09-28,united states,0
2004-10-04,united states,0
2004-10-21,united states,1
2004-10-29,united states,1
2004-11-05,united states,0
2004-12-02,united states,0
2005-01-07,united states,0
2005-01-09,united states,0
2005-02-07,united states,0
2005-03-11,united states,0
2005-03-14,united states,0
2005-03-30,united states,0
2005-03-31,united states,0
2005-04-21,united states,1
2005-04-27,united states,1
2005-05-15,united states,-1
2005-05-16,united states,1
2005-05-17,united states,1
2005-05-19,united states,1
2005-05-19,united states,1
2005-05-19,united states,1
2005-05-26,united states,1
2005-05-27,united states,1
2005-06-03,united states,1
2005-06-08,united states,1
2005-07-21,united states,0
2005-09-28,united states,1
2005-10-26,united states,0
2005-11-15,united states,1
2005-11-30,united states,1
2005-12-06,united states,1
2006-02-02,united states,1
2006-02-06,united states,1
2006-03-29,united states,1
2006-03-31,united states,1
2006-04-05,united states,1
2006-04-10,united states,1
2006-04-10,united states,0
2006-04-20,united states,1
2006-05-04,united states,1
2006-05-16,united states,1
2006-05-16,united states,1
2006-05-18,united states,1
2006-05-24,united states,1
2006-06-12,united states,0
2006-07-04,united states,1
2006-09-01,united states,1
2006-10-16,united states,1
2006-11-10,united states,0
2006-11-30,united states,1
2006-12-01,united states,1
2007-01-05,united states,1
2007-02-26,united states,1
2007-03-22,united states,0
2007-04-25,united states,1
2007-05-23,united states,1
2007-05-24,united states,-1
2007-06-14,united states,1
2007-06-15,united states,0
2007-07-10,united states,1
2007-08-01,united states,1
2007-10-12,united states,1
2007-10-12,united states,0
2007-10-19,united states,1
2007-11-06,united states,1
2007-11-13,united states,1
2007-11-14,united states,1
2008-01-04,united states,0
2008-01-05,united states,1
2008-02-25,united states,0
2008-03-11,united states,0
2008-04-09,united states,1
2008-05-14,united states,1
2008-06-12,united states,1
2008-09-01,united states,1
2008-09-09,united states,1
2008-10-20,united states,-1
2008-12-03,united states,1
2009-03-07,united states,1
2009-05-11,united states,1
2009-05-22,united states,0
2009-06-26,united states,1
2009-08-25,united states,1
2009-09-10,united states,1
2009-09-14,united states,0
2009-11-02,united states,0
2009-11-10,united states,0
2010-02-03,united states,0
2010-03-26,united states,0
2010-04-08,united states,1
2010-04-08,united states,1
2010-04-21,united states,1
2010-05-01,united states,1
2010-05-08,united states,1
2010-07-12,united states,0
2010-07-15,united states,0
2010-09-17,united states,0
2010-09-24,united states,0
2010-09-30,united states,0
2010-10-19,united states,1
2010-10-19,united states,0
2011-02-02,united states,0
2011-02-25,united states,1
2011-03-31,united states,-1
2011-04-28,united states,1
2011-05-05,united states,1
2011-05-10,united states,1
2011-05-24,united states,0
2011-09-15,united states,1
2011-09-15,united states,0
2011-10-18,united states,1
2011-11-04,united states,0
2011-11-09,united states,0
2011-11-09,united states,0
2011-11-11,united states,1
2012-01-13,united states,0
2012-01-16,united states,0
2012-04-09,united states,1
2012-05-02,united states,0
2012-06-12,united states,0
2012-07-23,united states,0
2012-08-06,united states,1
2012-08-07,united states,1
2012-10-10,united states,0
2012-11-09,united states,0
2012-11-28,united states,1
2012-12-04,united states,0
2013-02-07,united states,0
2013-03-04,united states,0
2013-04-04,united states,1
2013-04-04,united states,1
2013-04-12,united states,1
2013-04-17,united states,1
2013-04-19,united states,0
2013-05-10,united states,0
2013-05-18,united states,1
2013-06-02,united states,0
2013-06-06,united states,0
2013-06-28,united states,1
2013-09-20,united states,0
2013-09-26,united states,1
2013-10-02,united states,1
2013-10-04,united states,0
2013-11-07,united states,0
2013-11-14,united states,1
2014-01-03,united states,0
2014-02-28,united states,0
2014-03-05,united states,1
2014-03-21,united states,0
2014-03-24,united states,1
2014-03-25,united states,1
2014-03-27,united states,0
2014-05-06,united states,1
2014-05-08,united states,0
2014-05-21,united states,0
2014-06-09,united states,0
2014-06-25,united states,1
2014-07-10,united states,1
2014-09-04,united states,0
2014-09-23,united states,0
2014-10-20,united states,1
2014-10-20,united states,-1
2014-11-06,united states,0
2014-11-07,united states,0
2014-11-14,united states,0
2014-12-02,united states,0
2014-12-03,united states,0
2015-01-20,united states,-1
2015-01-30,united states,0
2015-02-04,united states,0
2015-04-02,united states,1
2015-04-30,united states,0
2015-05-04,united states,1
2015-05-14,united states,1
2015-06-24,united states,1
2015-06-25,united states,1
2015-07-09,united states,1
2015-09-28,united states,0
2015-09-30,united states,1
2015-09-30,united states,1
2015-10-19,united states,1
2015-10-20,united states,0
2015-11-04,united states,0
2015-11-17,united states,1
2015-11-17,united states,-1
2015-11-20,united states,1
2015-12-02,united states,1
2016-02-26,united states,1
2016-03-07,united states,0
2016-05-19,united states,1
2016-05-20,united states,0
2016-06-21,united states,-1
2016-07-12,united states,0
2016-09-26,united states,0
2016-09-29,united states,1
2016-10-21,united states,0
2016-10-24,united states,1
2016-11-30,united states,0
2017-01-12,united states,0
2017-02-11,united states,0
2017-03-03,united states,0
2017-03-03,united states,1
2017-03-23,united states,1
2017-03-28,united states,0
2017-04-04,united states,0
2017-04-05,united states,1
2017-04-17,united states,1
2017-04-28,united states,0
2017-05-05,united states,1
2017-06-23,united states,0
2017-07-28,united states,1
2017-09-28,united states,0
2017-10-04,united states,1
2017-10-05,united states,1
2017-10-18,united states,1
2017-11-02,united states,1
2017-11-07,united states,1
2017-11-16,united states,1
2018-01-19,united states,1
2018-02-26,united states,1
2018-03-05,united states,1
2018-04-17,united states,1
2018-05-04,united states,1
2018-05-16,united states,1
2018-05-18,united states,1
2018-07-19,united states,1
2018-10-02,united states,1
2018-10-03,united states,1
2018-11-09,united states,1
2018-11-13,united states,1
2018-11-16,united states,1
2018-12-03,united states,1
2019-02-01,united states,1
2019-02-06,united states,1
2019-02-06,united states,1
2019-02-10,united states,1
2019-02-11,united states,1
2019-02-23,united states,0
2019-03-12,united states,1
2019-03-28,united states,1
2019-04-02,united states,1
2019-04-02,united states,1
2019-04-10,united states,1
2019-04-11,united states,0
2019-05-03,united states,0
2019-05-17,united states,1
2019-06-03,united states,1
2019-06-05,united states,1
2019-06-25,united states,1
2019-08-05,united states,1
2019-09-04,united states,0
2019-09-05,united states,1
2019-09-26,united states,0
2019-09-27,united states,1
2019-10-01,united states,1
2019-10-03,united states,1
2019-10-04,united states,0
2019-10-07,united states,1
2019-10-09,united states,1
2019-10-16,united states,0
2019-10-17,united states,1
2019-10-21,united states,1
2019-11-08,united states,-1
2020-01-08,united states,1
2020-01-17,united states,1
2020-02-05,united states,1
2020-02-10,united states,1
2020-02-11,united states,1
2020-02-21,united states,0
2020-05-21,united states,0
2020-06-19,united states,1
2020-08-19,united states,1
2020-09-21,united states,1
2020-10-01,united states,1
2020-11-16,united states,1
2020-11-17,united states,1
2020-12-04,united states,1
2020-12-11,united states,1
2020-12-17,united states,1
2021-01-12,united states,0
2021-02-16,united states,1
2021-03-22,united states,1
2021-03-30,united states,1
2021-05-17,united states,0
2021-06-28,united states,0
2021-07-11,united states,1
2021-08-05,united states,1
2021-08-17,united states,0
2021-09-09,united states,1
2021-09-24,united states,1
2021-10-05,united states,-1
2021-11-17,united states,1
2021-11-29,united states,1
2021-11-29,united states,1
2022-02-18,united states,1
2022-06-03,united states,0
2022-06-17,united states,1
2022-09-07,united states,1
2022-09-28,united states,1
2022-09-30,united states,1
2022-10-12,united states,1
2022-10-14,united states,1
